STYLE,DESC,CATEGORY,LOT,QOH_CASES,UPC_SKU_2,PRICE_CS,PRICE_UNIT,SIZE
21-1258,"7"""" Hanging Santa Ornament in",Plush,C48,240,840364212585,10.00,1.00,
21-1258-D,"7"""" Hanging Santa Ornament in",Plush,C48,0,840364212585,10.00,1.00,
21-1259,"16"""" Traditonal Standing Santa",Plush,C12,36,840364212592,10.00,1.00,
21-1259-D,"16"""" Traditonal Standing Santa",Plush,C12,0,840364212592,10.00,1.00,
21-1260,"16"""" Champagne Velvet Standing",Plush,C12,24,840364212608,10.00,1.00,
21-1260-D,"16"""" Champagne Velvet Standing",Plush,C12,0,840364212608,10.00,1.00,
21-1261,"16"""" Rose Gold Standing Santa",Plush,C12,48,840364212615,10.00,1.00,
21-1261-D,"16"""" Rose Gold Standing Santa",Plush,C12,0,840364212615,10.00,1.00,
21-1262,"16"""" Midnight Blue Standing Sa",Plush,C12,24,840364212622,10.00,1.00,
21-1262-D,"16"""" Midnight Blue Standing Sa",Plush,C12,0,840364212622,10.00,1.00,
21-1263,"16"""" Pastel  Standing Santa",Plush,C12,60,840364212639,10.00,1.00,
21-1263-D,"16"""" Pastel  Standing Santa",Plush,C12,0,840364212639,10.00,1.00,
21-1264,"7"""" Hanging Angel Ornament in",Plush,C36,468,840364212646,10.00,1.00,
21-1264-D,"7"""" Hanging Angel Ornament in",Plush,C36,0,840364212646,10.00,1.00,
21-1265,"12"""" Traditional Angel Tree To",Plush,C12,0,840364212653,10.00,1.00,
21-1265-D,"12"""" Traditional Angel Tree To",Plush,C12,0,840364212653,10.00,1.00,
21-1266,"12"""" Gold Angel Tree Topper",Plush,C12,0,840364212660,10.00,1.00,
21-1266-D,"12"""" Gold Angel Tree Topper",Plush,C12,0,840364212660,10.00,1.00,
21-1267,"12"""" Rose Angel Tree Topper",Plush,C12,12,840364212677,10.00,1.00,
21-1268,"12"""" Navy Angel Tree Topper",Plush,C12,12,840364212684,10.00,1.00,
21-1268-D,"12"""" Navy Angel Tree Topper",Plush,C12,0,840364212684,10.00,1.00,
21-1269,"16"""" Traditional Angel Tree To",Plush,C8,0,840364212691,10.00,1.00,
21-1270,"16"""" Gold Angel Tree Topper",Plush,C8,0,840364212707,10.00,1.00,
21-1506,Santa Hat Tree Topper,Plush,C12,0,840364215067,10.00,1.00,
21-1949,"24"""" LED Santa Buckle Christma",Plush,C6,36,840364219492,10.00,1.00,
21-1949-D,"24"""" LED Santa Buckle Christma",Plush,C6,0,840364219492,10.00,1.00,
2100551BL1,16 INCH STANDING SANTA,Inactive,C12,0,840364200551,10.00,1.00,
2100568GD1,16 INCH STANDING SANTA,Carry Over Plush,C12,12,840364200568,10.00,1.00,
2100568GD1-D,16 INCH STANDING SANTA,Inactive,C12,0,840364200568,10.00,1.00,
2100575RD1,16 INCH STANDING SANTA,Carry Over Plush,C12,36,840364200575,10.00,1.00,
2100575RD1-D,16 INCH STANDING SANTA,Inactive,C12,0,840364200575,10.00,1.00,
2100582SW1,16 INCH STANDING SANTA,Carry Over Plush,C12,0,840364200582,10.00,1.00,
2100599GD1,"15"""" GOLD HANGER ASSORTED",Carry Over Plush,C24,24,840364200599,10.00,1.00,
2100605GD1,"12"""" GOLD SITTER ASSORTED",Carry Over Plush,C12,12,840364200605,10.00,1.00,
2100605GD1-D,"12"""" GOLD SITTER ASSORTED",Inactive,C12,0,840364200605,10.00,1.00,
2100612GD1,"14"""" GOLD PILLOW ASSORTED",Carry Over Plush,C12,12,840364200612,10.00,1.00,
2100629GD1,"18"""" GOLD SITTER ASSORTED",Inactive,C24,0,840364200629,10.00,1.00,
2100636GD1,"22"""" GOLD STANDER ASSORTED",Inactive,C12,0,840364200636,10.00,1.00,
2100643RD1,"12"""" RED SITTER ASSORTED",Carry Over Plush,C12,0,840364200643,10.00,1.00,
2100643RD1-D,"12"""" RED SITTER ASSORTED",Inactive,C12,0,840364200643,10.00,1.00,
2100667RD1,"14"""" RED PILLOW ASSORTED",Inactive,C12,0,840364200667,10.00,1.00,
2100674RD1,"15"""" RED HANGER ASSORTED",Carry Over Plush,C24,0,840364200674,10.00,1.00,
2100674RD1-D,"15"""" RED HANGER ASSORTED",Inactive,C24,0,840364200674,10.00,1.00,
2100681RD1,"18"""" RED SITTER ASSORTED",Carry Over Plush,C24,0,840364200681,10.00,1.00,
2100698RD1,"17"""" RED STANDER ASSORTED",Inactive,C12,0,840364200698,10.00,1.00,
2100698RD1-D,"17"""" RED STANDER ASSORTED",Inactive,C12,0,840364200698,10.00,1.00,
2100711SW1,"15"""" SILVER HANGER ASSORTED",Carry Over Plush,C24,24,840364200711,10.00,1.00,
2100728SW1,"12"""" SILVER SITTER ASSORTED",Carry Over Plush,C12,12,840364200728,10.00,1.00,
2100742SW1,"14"""" SILVER PILLOW ASSORTED",Inactive,C12,0,840364200742,10.00,1.00,
2100759SW1,"18"""" SILVER  BUTTON SITTER ASS",Carry Over Plush,C24,0,840364200759,10.00,1.00,
2100766SW1,"22"""" SILVER STANDER ASSORTED",Inactive,C12,0,840364200766,10.00,1.00,
2100773GD1,"20"""" GOLD STOCKING ASSORTED",Carry Over Plush,C24,0,840364200773,10.00,1.00,
2100780RD1,"20"""" RED STOCKING ASSORTED",Inactive,C24,0,840364200780,10.00,1.00,
2100797SW1,"20"""" SILVER STOCKING ASSORTED",Carry Over Plush,C24,24,840364200797,10.00,1.00,
2100988SW1,PLUSH WHITE PILLOW WITH ASSORT,Inactive,C12,0,840364200988,10.00,1.00,
2102425RD1,"12"""" RED SAND BAG SITTER ASSOR",Inactive,C12,0,840364202425,10.00,1.00,
2102425RD1-D,"12"""" RED SAND BAG SITTER ASSOR",Inactive,C12,0,840364202425,10.00,1.00,
2102449RD1,"22"""" RED SITTER WITH LONG LEGS",Inactive,C12,0,840364202449,10.00,1.00,
2102494GD1,"14"""" GOLD PILLOW ASSORTED",Inactive,C12,0,840364202494,10.00,1.00,
2103415GD1,WHITE FUR PILLOW WITH GOLD SNO,Inactive,C12,0,840364203415,10.00,1.00,
2103453RD1,DELUXE RED VELET PILLOW WITH S,Carry Over Plush,C12,12,840364203453,10.00,1.00,
2104665NT,PLUSH SEQUIN PILLOW,Carry Over Plush,C12,0,840364204665,10.00,1.00,
2104818RD1,RED HOLLY AND BERRY PILLOW,Inactive,C12,180,840364204818,10.00,1.00,
2104856RD1,RED PILLOW WITH GOLD POINSETTI,Carry Over Plush,C12,12,840364204856,10.00,1.00,
2105082SW1,"17"""" SILVER STANDER ASSORTED",Carry Over Plush,C12,12,840364205082,10.00,1.00,
2105099GD1,"17"""" GOLD STANDER ASSORTED",Carry Over Plush,C12,0,840364205099,10.00,1.00,
2105105SW1,"16""""  SILVER SAND BAG ASSORTED",Inactive,C12,0,840364205105,10.00,1.00,
2105105SW1-D,"16""""  SILVER SAND BAG ASSORTED",Inactive,C12,0,840364205105,10.00,1.00,
2105112GD1,"16""""  GOLD SAND BAG ASSORTED",Carry Over Plush,C12,12,840364205112,10.00,1.00,
2105112GD1-D,"16""""  GOLD SAND BAG ASSORTED",Inactive,C12,0,840364205112,10.00,1.00,
2105129RD1,"16""""  RED SAND BAG ASSORTED",Inactive,C12,0,840364205129,10.00,1.00,
2105136GD1,"5.5""""  SANTA AND SNOWMAN ORNAM",Carry Over Plush,C48,96,840364205136,10.00,1.00,
2105136GD1-D,"5.5""""  SANTA AND SNOWMAN ORNAM",Inactive,C48,0,840364205136,10.00,1.00,
2105143SW1,"5.5""""  SANTA AND SNOWMAN ORNAM",Carry Over Plush,C48,48,840364205143,10.00,1.00,
2105143SW1-D,"5.5""""  SANTA AND SNOWMAN ORNAM",Inactive,C48,0,840364205143,10.00,1.00,
2105150RD1,"5.5""""  SANTA AND SNOWMAN ORNAM",Carry Over Plush,C48,0,840364205150,10.00,1.00,
2105150RD1-D,"5.5""""  SANTA AND SNOWMAN ORNAM",Inactive,C48,0,840364205150,10.00,1.00,
2105167SNW,"6"" Plush Snowman Ornament",Carry Over Plush,C48,0,840364205167,10.00,1.00,
2106096CHF,"6"""" Santa and Mrs Claus Chef O",Inactive,C48,0,840364206096,10.00,1.00,
2106102CHF,"14"""" Santa and Mrs Claus Chef",Inactive,C12,0,840364206102,10.00,1.00,
2106119CHF,"14"""" Santa and Mrs Claus Chef",Carry Over Plush,C12,0,840364206119,10.00,1.00,
2106126CHF,"16"""" Santa and Mrs Claus Chef",Inactive,C12,0,840364206126,10.00,1.00,
2106133CHF,"18"""" Santa and Mrs Claus Chef",Inactive,C24,0,840364206133,10.00,1.00,
2106140CHF,"14"""" Santa and Mrs Claus Chef",Inactive,C12,0,840364206140,10.00,1.00,
2106157CHF,"16"""" Santa and Mrs Claus Chef",Inactive,C24,0,840364206157,10.00,1.00,
2106164CHF,"22"""" Santa and Mrs Claus Chef",Inactive,C12,0,840364206164,10.00,1.00,
2106171SNW,"14"""" Snowman Standers",Inactive,C12,0,840364206171,10.00,1.00,
2106188SNW,"14"""" Snowman Sitters",Carry Over Plush,C12,0,840364206188,10.00,1.00,
2106195SNW,"16"""" Snowman Sandbags",Inactive,C12,0,840364206195,10.00,1.00,
2106201SNW,"18"""" Snowman Sittter with Bead",Inactive,C24,0,840364206201,10.00,1.00,
2106218SNW,"16"""" Snowman Door Hanger",Inactive,C24,0,840364206218,10.00,1.00,
2106225SNW,"14"""" Snowman Pillow",Inactive,C12,0,840364206225,10.00,1.00,
2106232SNW,"22"""" Snowman Stander",Inactive,C12,0,840364206232,10.00,1.00,
2106249BR,Plush Christmas Bear,Carry Over Plush,C12,0,840364206249,10.00,1.00,
2106256DG,Plush Christmas Puppy,Carry Over Plush,C12,12,840364206256,10.00,1.00,
2106317NC,"15"""" Musical Nutcracker",Carry Over Plush,C12,0,840364206317,10.00,1.00,
2106324ORN,LARGE PLUSH ORNAMENT,Carry Over Plush,C12,96,840364206324,10.00,1.00,
2106324ORN-D,LARGE PLUSH ORNAMENT,Inactive,C12,0,840364206324,10.00,1.00,
2106362NC,"15"""" Musical Nutcracker",Carry Over Plush,C12,12,840364206362,10.00,1.00,
2106386NC,"15"""" Musical Nutcracker",Carry Over Plush,C12,0,840364206386,10.00,1.00,
2108410PR,Velour Printed Pillow,Inactive,C12,0,840364208410,10.00,1.00,
2108427PR,Velour Printed Pillow,Inactive,C12,0,840364208427,10.00,1.00,
2108434PR,Velour Printed Pillow,Inactive,C12,0,840364208434,10.00,1.00,
21MC-1272,"15"""" Musical Nutcracker Figure",Plush,C12,0,840364212721,10.00,1.00,
21MC-1273,"15"""" Musical Nutcracker Figure",Plush,C12,0,840364212738,10.00,1.00,
22-1498,12 oz Cinnamon-Scented Pine Co,Commodities,C24,96,840364214985,10.00,1.00,
22-1499,Cinnamon-Scented Brooms in PDQ,Commodities,C12,24,840364214992,10.00,1.00,
22-1507,"13"""" Matte Wreath Hanger Assor",Commodities,C48,0,840364215074,10.00,1.00,
22-1507-D,"13"""" MATTE WREATH HANGER GREEN",Commodities,C24,0,840364215074,10.00,1.00,
22-1509,"14"""" Icon Wreath Hanger",Commodities,C48,0,840364215098,10.00,1.00,
22-1509-D,"14"""" Icon Wreath Hanger",Commodities,C48,0,840364215098,10.00,1.00,
22-1510,"15"""" Deluxe Heavy-Duty Metal W",Commodities,C48,48,840364215104,10.00,1.00,
22-1510-D,"15"""" Deluxe Heavy-Duty Metal W",Commodities,C48,0,840364215104,10.00,1.00,
22-1511,"15"""" Deluxe Metal Wreath Hange",Commodities,C48,144,840364215111,10.00,1.00,
22-1511-D,"15"""" Deluxe Metal Wreath Hange",Commodities,C48,0,840364215111,10.00,1.00,
22-1526,Plush Santa Suit,Commodities,C24,0,840364215265,10.00,1.00,
2206331NT,Icon Gel Clings,Carry Over Gel Clings,C72,0,840364206331,10.00,1.00,
2206348NT,Long Gel Clings,Inactive,C72,0,840364206348,10.00,1.00,
2306379BR,5FT Brick Wall Paper,Carry Over Commodities,C48,48,840364206379,10.00,1.00,
2306393GR,300PK Green Ornament Hooks,Carry Over Commodities,C72,0,840364206393,10.00,1.00,
2306409GS,300PK Gold and Silver Ornament,Carry Over Commodities,C72,0,840364206409,10.00,1.00,
2409097WH,1PK White Gift Box,Inactive,C48,0,840364209097,10.00,1.00,
2409103WH,2PK White Gift Box,Carry Over Gift Box,C48,0,840364209103,10.00,1.00,
2409110WH,3PK White Gift Box,Carry Over Gift Box,C48,0,840364209110,10.00,1.00,
2409127WH,4PK White Gift Box,Inactive,C48,0,840364209127,10.00,1.00,
2409134HG,1PK Hologram Gift Box,Carry Over Gift Box,C48,0,840364209134,10.00,1.00,
2409141HG,2PK Hologram Gift Box,Carry Over Gift Box,C48,0,840364209141,10.00,1.00,
2409158HG,3PK Hologram Gift Box,Carry Over Gift Box,C48,0,840364209158,10.00,1.00,
2409165HG,4PK Hologram Gift Box,Carry Over Gift Box,C48,0,840364209165,10.00,1.00,
2409172CS,1PK Christmas Print Gift Box,Inactive,C48,0,840364209172,10.00,1.00,
2409189CS,2PK Christmas Print Gift Box,Carry Over Gift Box,C48,0,840364209189,10.00,1.00,
2409196CS,3PK Christmas Print Gift Box,Carry Over Gift Box,C48,0,840364209196,10.00,1.00,
2409202CS,4PK Chrismtas Print Gift Box,Carry Over Gift Box,C48,0,840364209202,10.00,1.00,
24C-1274,1PK Christmas Printed Gift Box,Gift Boxes,C48,0,840364212745,10.00,1.00,
24C-1275,4PK Christmas Printed Gift Box,Gift Boxes,C48,0,840364212752,10.00,1.00,
24C-1276,2PK Christmas Printed Gift Box,Gift Boxes,C48,0,840364212769,10.00,1.00,
24C-1277,3PK Christmas Printed Gift Box,Gift Boxes,C48,0,840364212776,10.00,1.00,
24H-1278,1PK Holographic Gift Box in As,Gift Boxes,C48,0,840364212783,10.00,1.00,
24H-1279,4PK Holographic Gift Box in As,Gift Boxes,C48,0,840364212790,10.00,1.00,
24H-1280,2PK Holographic Gift Box in As,Gift Boxes,C48,0,840364212806,10.00,1.00,
24H-1281,3PK Holographic Gift Box in As,Gift Boxes,C48,0,840364212813,10.00,1.00,
24W-1282,1PK Solid White Gift Box,Gift Boxes,C48,0,840364212820,10.00,1.00,
24W-1283,4PK Solid White Gift Box,Gift Boxes,C48,0,840364212837,10.00,1.00,
24W-1284,2PK Solid White Gift Box,Gift Boxes,C48,0,840364212844,10.00,1.00,
24W-1285,3PK Solid White Gift Box,Gift Boxes,C48,0,840364212851,10.00,1.00,
24W-1286,20-Count White Tissue Paper,Tissue Paper,C72,0,840364212868,10.00,1.00,
2509219WH,20 Count White Tissue,Carry Over Tissue Paper,C72,0,840364209219,10.00,1.00,
2509226CL,15 Count Solid Color Tissue,Carry Over Tissue Paper,C72,0,840364209226,10.00,1.00,
2509233CP,10 Count Printed Tissue,Carry Over Tissue Paper,C72,0,840364209233,10.00,1.00,
25C-1287,15-Count Solid Color Tissue Pa,Tissue Paper,C72,0,840364212875,10.00,1.00,
25P-1288,10-Count Printed Tissue Paper,Tissue Paper,C72,0,840364212882,10.00,1.00,
27-1512,"18"""" Deluxe Velvet Bow with Pi",Bows,C24,0,840364215128,10.00,1.00,
27-1513,"18"""" Deluxe Velvet Snowflake B",Bows,C24,0,840364215135,10.00,1.00,
28-1514,"2.5"""" X 18FT Red and White Rib",Bows,C48,0,840364215142,10.00,1.00,
28-1515,"2.5"""" X 18FT Red Gold Ribbon",Bows,C48,192,840364215159,10.00,1.00,
28-1516,"2.5"""" X 18FT Red,Navy Green Ri",Bows,C48,0,840364215166,10.00,1.00,
28-1517,"2.5"""" X 18FT Silver White Ribb",Bows,C48,144,840364215173,10.00,1.00,
29-1518,"21"""" X 8YD Mesh",Ribbon,C30,150,840364215180,10.00,1.00,
29-1518-D,"21"""" X 8YD Mesh",Ribbon,C30,0,840364215180,10.00,1.00,
3000018RD1,150MM HANGING BELL WITH POINSE,Carry Over Red Ornaments,C12,0,840364200018,10.00,1.00,
3000018RD1-D,150MM HANGING BELL WITH POINSE,Inactive,C12,0,840364200018,10.00,1.00,
3000025RD1,1PK BOOT WITH PINE,Carry Over Red Ornaments,C72,0,840364200025,10.00,1.00,
3000032RD1,1PK BUTTERFLY ORNAMENT,Inactive,C72,0,840364200032,10.00,1.00,
3000049RD1,1PK CAKE ORNAMENT,Carry Over Red Ornaments,C72,144,840364200049,10.00,1.00,
3000049RD1-D,1PK CAKE ORNAMENT,Inactive,C72,0,840364200049,10.00,1.00,
3000056RD1,1PK CLIP ON BUTTERFLY,Carry Over Red Ornaments,C72,72,840364200056,10.00,1.00,
3000063RD1,1PK FOAM SNOWMAN,Inactive,C72,0,840364200063,10.00,1.00,
3000070RD1,1PK HAT AND STOCKING ORNAMENT,Carry Over Red Ornaments,C72,72,840364200070,10.00,1.00,
3000087RD1,1PK HOT COCOA,Carry Over Red Ornaments,C72,288,840364200087,10.00,1.00,
3000087RD1-D,1PK HOT COCOA,Inactive,C72,0,840364200087,10.00,1.00,
3000094RD1,1PK LANTERN,Carry Over Red Ornaments,C72,0,840364200094,10.00,1.00,
3000100RD1,1PK LARGE OWL ORNAMENT,Inactive,C72,0,840364200100,10.00,1.00,
3000117RD1,1PK LARGE SANTA ORNAMENT,Carry Over Red Ornaments,C72,0,840364200117,10.00,1.00,
3000124RD1,1PK LG CHURCH ORNAMENT,Carry Over Red Ornaments,C72,0,840364200124,10.00,1.00,
3000131RD1,1PK PEGASUS ORNAMENT,Carry Over Red Ornaments,C72,0,840364200131,10.00,1.00,
3000148RD1,1PK PENGUIN ORNAMENT,Carry Over Red Ornaments,C72,72,840364200148,10.00,1.00,
3000148RD1-D,1PK PENGUIN ORNAMENT,Inactive,C72,0,840364200148,10.00,1.00,
3000155RD1,1PK PET ORNAMENT WITH HEAVY SE,Inactive,C72,0,840364200155,10.00,1.00,
3000162RD1,1PK PET ORNAMENT WITH POINSETT,Inactive,C72,72,840364200162,10.00,1.00,
3000179RD1,1PK PET ORNAMENTS WITH HOLLY A,Inactive,C72,0,840364200179,10.00,1.00,
3000186RD1,1PK PINE CONE ORNAMENT WITH PI,Inactive,C72,0,840364200186,10.00,1.00,
3000193RD1,1PK POINSETTIA ORNAMENT,Carry Over Red Ornaments,C72,144,840364200193,10.00,1.00,
3000193RD1-D,1PK POINSETTIA ORNAMENT,Inactive,C72,0,840364200193,10.00,1.00,
3000209RD1,1PK POINTY SNOWFLAKE,Inactive,C72,0,840364200209,10.00,1.00,
3000216RD1,1PK PURSE ORNAMENT,Carry Over Red Ornaments,C72,72,840364200216,10.00,1.00,
3000216RD1-D,1PK PURSE ORNAMENT,Inactive,C72,0,840364200216,10.00,1.00,
3000223RD1,1PK SANTA HEAD ORNAMENT,Carry Over Red Ornaments,C72,0,840364200223,10.00,1.00,
3000223RD1-D,1PK SANTA HEAD ORNAMENT,Carry Over Red Ornaments,C72,0,840364200223,10.00,1.00,
3000230RD1,1PK SKATE ORNAMENT,Carry Over Red Ornaments,C72,72,840364200230,10.00,1.00,
3000247RD1,1PK SNEAKER ORNAMENT,Carry Over Red Ornaments,C72,144,840364200247,10.00,1.00,
3000247RD1-D,1PK SNEAKER ORNAMENT,Inactive,C72,0,840364200247,10.00,1.00,
3000254RD1,1PK SNOWMAN ORNAMENT WITH BEAD,Carry Over Red Ornaments,C72,72,840364200254,10.00,1.00,
3000261RD1,1PK SNOWMAN HEAD ORNAMENT,Carry Over Red Ornaments,C72,216,840364200261,10.00,1.00,
3000261RD1-D,1PK SNOWMAN HEAD ORNAMENT,Inactive,C72,0,840364200261,10.00,1.00,
3000278RD1,1PK WAVE BALL ORNAMENT WITH PI,Carry Over Red Ornaments,C72,0,840364200278,10.00,1.00,
3000285RD1,1PK WREATH ORNAMENT,Inactive,C72,0,840364200285,10.00,1.00,
3000292RD1,1PK XL SANTA HEAD ORNAMENT,Carry Over Red Ornaments,C48,48,840364200292,10.00,1.00,
3000308RD1,2PK TREE ORNAMENT,Carry Over Red Ornaments,C72,72,840364200308,10.00,1.00,
3000315RD1,2PK CANDY CANE WITH HOLLY ORNA,Carry Over Red Ornaments,C72,144,840364200315,10.00,1.00,
3000322RD1,2PK FUR BOOTS,Carry Over Red Ornaments,C72,72,840364200322,10.00,1.00,
3000339RD1,2PK GLITTER REINDEER,Carry Over Red Ornaments,C72,72,840364200339,10.00,1.00,
3000346RD1,2PK HAT AND BOOT ORNAMENTS ASS,Inactive,C72,0,840364200346,10.00,1.00,
3000353RD1,2PK HIGH HEEL ORNAMENT,Carry Over Red Ornaments,C72,0,840364200353,10.00,1.00,
3000360RD1,2PK PINECONE WITH PINE AND BER,Carry Over Red Ornaments,C72,0,840364200360,10.00,1.00,
3000377RD1,2PK PRESENT ORNAMENT,Inactive,C72,0,840364200377,10.00,1.00,
3000384RD1,1PK ANGEL WINGS,Carry Over Red Ornaments,C72,0,840364200384,10.00,1.00,
3000391RD1,3PK PINECONE,Carry Over Red Ornaments,C72,72,840364200391,10.00,1.00,
3000407RD1,3PK BOW ORNAMENT,Carry Over Red Ornaments,C72,72,840364200407,10.00,1.00,
3000414RD1,3PK CLIP ON BUTTERFLY,Carry Over Red Ornaments,C72,72,840364200414,10.00,1.00,
3000421RD1,3PK GIFT BOX,Carry Over Red Ornaments,C72,144,840364200421,10.00,1.00,
3000438RD1,3PK GLITTER SNOWFLAKES,Carry Over Red Ornaments,C72,0,840364200438,10.00,1.00,
3000445RD1,3PK POINSETTIA ORNAMENT,Inactive,C72,0,840364200445,10.00,1.00,
3000445RD1-D,3PK POINSETTIA ORNAMENT,Inactive,C72,0,840364200445,10.00,1.00,
3000452RD1,3PK TREE ORNAMENT,Carry Over Red Ornaments,C72,72,840364200452,10.00,1.00,
3000469RD1,5 BELL DOOR HANGER,Inactive,C72,0,840364200469,10.00,1.00,
3000476RD1,BEADED GARLAND,Carry Over Red Ornaments,C72,72,840364200476,10.00,1.00,
3000483RD1,9FT BEADED GARLAND WITH BELLS,Carry Over Red Ornaments,C72,72,840364200483,10.00,1.00,
3000490RD1,9PK ICICLE ORNAMENT,Inactive,C72,0,840364200490,10.00,1.00,
3000513RD1,CLIP ON BIRD WITH SEQUIN TAIL,Carry Over Red Ornaments,C72,72,840364200513,10.00,1.00,
3000520RD1,2PK GLITTER SNOWFLAKE,Carry Over Red Ornaments,C72,0,840364200520,10.00,1.00,
3000537RD1,CLIP ON PEACOCK BIRD,Carry Over Red Ornaments,C72,0,840364200537,10.00,1.00,
3000544RD1,STAR TREE TOPPER,Carry Over Red Ornaments,C72,0,840364200544,10.00,1.00,
3002302RD1,2PK POINSETTIA,Carry Over Red Ornaments,C72,0,840364202302,10.00,1.00,
3002937RD1,1PK ICE CREAM CONE ORNAMENT,Carry Over Red Ornaments,C72,216,840364202937,10.00,1.00,
3002937RD1-D,1PK ICE CREAM CONE ORNAMENT,Inactive,C72,0,840364202937,10.00,1.00,
3006881RD1,150MM Ball and Onion,Carry Over Red Ornaments,C24,24,840364206881,10.00,1.00,
3006881RD1-D,150MM Ball and Onion,Inactive,C24,0,840364206881,10.00,1.00,
3006898RD1,Jumbo Tree Topper,Carry Over Red Ornaments,C48,48,840364206898,10.00,1.00,
3006904RD1,1PK Angel Ornament,Carry Over Red Ornaments,C48,0,840364206904,10.00,1.00,
3006911RD1,1PK Stocking Ornament with Bow,Carry Over Red Ornaments,C48,48,840364206911,10.00,1.00,
3006928RD1,1PK Gift Box Ornament,Carry Over Red Ornaments,C48,0,840364206928,10.00,1.00,
3006935RD1,1PK Bear Ornament,Carry Over Red Ornaments,C48,0,840364206935,10.00,1.00,
3006959RD1,1PK Gaming Controller Ornament,Carry Over Red Ornaments,C48,96,840364206959,10.00,1.00,
3006966RD1,1PK Candy Ornament,Carry Over Red Ornaments,C48,0,840364206966,10.00,1.00,
3006966RD1-D,1PK Candy Ornament,Carry Over Red Ornaments,C48,0,840364206966,10.00,1.00,
3006973RD1,1PK Santa Ornament,Carry Over Red Ornaments,C48,0,840364206973,10.00,1.00,
3006997RD1,1PK Long Santa Head Ornament,Carry Over Red Ornaments,C48,48,840364206997,10.00,1.00,
3007000RD1,1PK Glove Ornament,Carry Over Red Ornaments,C48,1248,840364207000,10.00,1.00,
3007017RD1,1PK Gingerbread House Ornament,Carry Over Red Ornaments,C48,0,840364207017,10.00,1.00,
3007031RD1,1PK Soldier Ornament,Carry Over Red Ornaments,C48,48,840364207031,10.00,1.00,
3007031RD1-D,1PK Soldier Ornament,Carry Over Red Ornaments,C48,0,840364207031,10.00,1.00,
3007079RD1,1PK Grape Ornament,Carry Over Red Ornaments,C72,0,840364207079,10.00,1.00,
3009035RD1,2PK Ballet Slippers,Inactive,C72,0,840364209035,10.00,1.00,
3009462RD1,80MM Santa Belt Ornament,Inactive,C72,0,840364209462,10.00,1.00,
31-1289,15FT Green Pine Tinsel Garland,Garland,C36,144,840364212899,10.00,1.00,
31-1289-D,15FT GREEN PINE TINSEL GARLAND,Basic Pine,C36,360,840364212899,10.00,1.00,
31-1290,15FT Green Pine Tinsel Garland,Garland,C36,72,840364212905,10.00,1.00,
31-1291,15FT Pine Tinsel Garland with,Garland,C36,0,840364212912,10.00,1.00,
31-1292,15FT Deluxe Shiny Pine Tinsel,Inactive,C36,0,840364212929,10.00,1.00,
31-1293,15FT Pine Tinsel Garland with,Inactive,C36,0,840364212936,10.00,1.00,
31-1294,15FT Deluxe Matte Pine Tinsel,Inactive,C36,0,840364212943,10.00,1.00,
31-1295,15FT Deluxe Green Pine Tinsel,Garland,C12,72,840364212950,10.00,1.00,
31-1295-D,15FT Deluxe Green Pine Tinsel,Garland,C12,0,840364212950,10.00,1.00,
3100926SW1,2PK GLITTER SNOWFLAKE,Carry Over Silver Ornaments,C72,0,840364200926,10.00,1.00,
3101985SW1,1PK ANGEL WINGS,Inactive,C72,0,840364201985,10.00,1.00,
3102944SW1,1PK ICE CREAM CONE ORNAMENT,Carry Over Silver Ornaments,C72,72,840364202944,10.00,1.00,
3102944SW1-D,1PK ICE CREAM CONE ORNAMENT,Inactive,C72,0,840364202944,10.00,1.00,
3102999SW1,2PK POINSETTIA,Carry Over Silver Ornaments,C72,72,840364202999,10.00,1.00,
3103477SW1,150MM HANGING BELL WITH POINSE,Carry Over Silver Ornaments,C12,12,840364203477,10.00,1.00,
